Hades,ID,ID,ID,,,,Line,,,Notes by DK
Integrated,Hades_,0862,Hades_0862,,,,Such leniency with binding pacts shall tarnish our good reputation at this rate.,,,
Integrated,Hades_,0873,Hades_0873,,,,Those bats are for reconnaissance not for your mood!,,,
Integrated,Hades_,0874,Hades_0874,,,,"A sundial, at last? Indeed?",,,
Integrated,Hades_,0875,Hades_0875,,,,Would that you were a painted skeleton yourself.,,,
Integrated,Hades_,0876,Hades_0876,,,,"Go cast yourself in there, why don't you, boy.",,,
Integrated,Hades_,0877,Hades_0877,,,,"No mosaic shall eliminate your shame, boy!",,,
Integrated,Hades_,0878,Hades_0878,,,,You would squander your earnings on that?,,,
Integrated,Hades_,0879,Hades_0879,,,,Only those with pure contempt for honest victory.,,,
Integrated,Hades_,0881,Hades_0881,,,,Nrgh...,,,
Integrated,Hades_,0886,Hades_0886,,,,"Redecorating once again, I see?",,,
Integrated,Hades_,0887,Hades_0887,,,,Indecisive as ever.,,,
Integrated,Hades_,0888,Hades_0888,,,,An utterly unnecessary change.,,,
Integrated,Hades_,0889,Hades_0889,,,,What did you do now...,,,
Integrated,Hades_,0890,Hades_0890,,,,What are you doing now?,,,
Integrated,Hades_,0891,Hades_0891,,,,What have you done this time...,,,
Integrated,Hades_,0892,Hades_0892,,,,You use your limited authority for that?,,,
Integrated,Hades_,0893,Hades_0893,,,,A change for change's sake.,,,
Integrated,Hades_,0894,Hades_0894,,,,"Blast, just leave it be!",,,
Integrated,Hades_,0895,Hades_0895,,,,What are you even going on about?,,,
Integrated,Hades_,0896,Hades_0896,,,,Whose House do you think this is?,,,
Integrated,Hades_,0897,Hades_0897,,,,"Augh, what did you do, now.",,,
Integrated,Hades_,0898,Hades_0898,,,,"You need not listen to him, Contractor!",,,
Integrated,Hades_,0899,Hades_0899,,,,"Was that truly necessary, boy?",,,
Integrated,Hades_,0900,Hades_0900,,,,Why bother with such triviality?,,,
Integrated,Hades_,0901,Hades_0901,,,,Utterly senseless.,,,
Integrated,Hades_,0902,Hades_0902,,,,It was fine!,,,
Integrated,Hades_,0903,Hades_0903,,,,Leave that poor Contractor alone.,,,
Integrated,Hades_,0904,Hades_0904,,,,"Can you believe this, Cerberus?",,,
Integrated,Hades_,0905,Hades_0905,,,,You're wasting everybody's time.,,,
Integrated,Hades_,0906,Hades_0906,,,,I'd better not catch anybody sitting down on that.,,,
Integrated,Hades_,0907,Hades_0907,,,,What good shall that do all the way down there?,,,
Integrated,Hades_,0908,Hades_0908,,,,Thanatos has no need for such embellishments!,,,
Integrated,Hades_,0909,Hades_0909,,,,There is sufficient warmth already in that hall.,,,
Integrated,Hades_,0910,Hades_0910,,,,None shall sit besides myself and Cerberus!,,,
Integrated,Hades_,0911,Hades_0911,,,,"You wish to see the Fury Sisters, go to Tartarus.",,,
Integrated,Hades_,0912,Hades_0912,,,,Nyx surely is unwanting of attention such as that.,,,
Integrated,Hades_,0926,Hades_0926,,,,"Well, Little Brother. The Queen and I, in turn, appreciate you all taking time out of your doubtless-busy lives, to come all this distance to my House.",,,
Integrated,Hades_,0940,Hades_0940,,,,"Hrm. Farewell, indeed, Lord Zeus.",,,
Integrated,Hades_,0933,Hades_0933,,,,...He has.,,,
Integrated,Hades_,0937,Hades_0937,,,,Our best... that I can promise you.,,,
Integrated,Hades_,0940,Hades_0940,,,,"Hrm. Farewell, indeed, Lord Zeus.",,,
Integrated,Hades_,0942,Hades_0942,,,,"I do. Your mother, the Queen, is working on that.",,,
Integrated,Hades_,0948,Hades_0948,,,,No! I'll hear no demands from you.,,,
Integrated,Hades_,0950,Hades_0950,,,,"You need to learn to hold a spear, observe! A sturdy grip is necessary, here and here. Though, we must find for you an instructor with more time to spare.",,,
Integrated,Hades_,0951,Hades_0951,,,,You must accept that you are not like all the others here. Your differences do not make you deficient. They can make you strong. It's up to you.,,,
Integrated,Hades_,0952,Hades_0952,,,,"I have no idle time to spare you, boy! Have you observed the parchmentwork upon my desk? Go play with Thanatos, or Hypnos, or the dog. I need to finish this!",,,
Integrated,Hades_,0953,Hades_0953,,,,"Your grandparents? The Titans, they were called. Long since passed from this world, boy. You have my assurance, however, that you did not miss much, in having never met.",,,
Integrated,Hades_,0954,Hades_0954,,,,"Keep to yourself, then! Our House is not so great in size, thus boundaries must be set. I shall refrain from entering your chambers, as you shall never again try to enter mine.",,,
Integrated,Hades_,0955,Hades_0955,,,,"Waste not your time, though it is limitless. Busy yourself in doing things of use. Learn. Learn how to learn. I cannot teach you everything myself.",,,
Integrated,Hades_,0956,Hades_0956,,,,"The Eldest Sigil shall never work for you, boy. Only a privileged few have unconstrained authority to traverse this realm, and you are not among them, I'm afraid.",,,
Integrated,Hades_,0957,Hades_0957,,,,"You call this shouting?! This is not shouting, boy. This is merely having certain expectations, which you have not met. Now, try once again.",,,
Integrated,Hades_,0958,Hades_0958,,,,"Look to me for clear instruction, boy! Not for the embodiment of the standard to which you are held. Set your aim higher than to be like me.",,,
Integrated,Hades_,0959,Hades_0959,,,,"Forget about the surface, boy! You are not missing much. Here we have warmth, and wealth. Stability! Up there? Nothing of the sort.",,,
Integrated,Hades_,0960,Hades_0960,,,,Speak not to me of failure! Failure is the greatest instructor of all. Your existence is a sequence of mistakes; avoid making the same one twice.,,,
Integrated,Hades_,0961,Hades_0961,,,,"Ask Nyx about such things, do not ask me! She is the one born to this realm. I am a foreigner. Moved here to take this job, can you believe it, boy?",,,
Integrated,Hades_,0962,Hades_0962,,,,Mortals believe that there is no return from here. They are correct! And we all must do our part to keep it that way. We have a certain reputation to uphold.,,,
Integrated,Hades_,0963,Hades_0963,,,,"Why am I never proud of you? Don't take it personally, boy. I'm never proud of anything. Pride is perhaps our family's worst trait. See how many mortals are with us, because of it?",,,
Integrated,Hades_,0993,Hades_0993,,,,Precisely.,,,
Darren,Hades_,0994,Hades_0994,,,,"Suitably achieved, this time around.",,,
Darren,Hades_,0995,Hades_0995,,,,The Furies seem incapable of thwarting you.,,,
Darren,Hades_,0996,Hades_0996,,,,"Your progress has been duly noted, boy.",,,
Darren,Hades_,0997,Hades_0997,,,,Is Tartarus some sort of joke to you?,,,
Darren,Hades_,0998,Hades_0998,,,,Those wretches of Tartarus cannot be relied upon.,,,
Darren,Hades_,0999,Hades_0999,,,,You'll have more difficulties up in Asphodel.,,,
Darren,Hades_,1000,Hades_1000,,,,Are you suitably warmed up for Asphodel?,,,
Darren,Hades_,1001,Hades_1001,,,,Let's see how you fare in warmer environs.,,,
Darren,Hades_,1002,Hades_1002,,,,Alecto's performance has been lacking as of late.,,,
Darren,Hades_,1003,Hades_1003,,,,That Tisiphone has met her match with you.,,,
Darren,Hades_,1004,Hades_1004,,,,Megaera had better not be going easy on you.,,,
Darren,Hades_,1005,Hades_1005,,,,"Hrm, already made it out of Tartarus...",,,
Darren,Hades_,1006,Hades_1006,,,,"Short work of the Hydra, then, I take it.",,,
Darren,Hades_,1007,Hades_1007,,,,"Had enough heat for now, I presume?",,,
Darren,Hades_,1008,Hades_1008,,,,That blasted Hydra never takes my feedback...,,,
Darren,Hades_,1009,Hades_1009,,,,"It seems you're off to cooler climates, then.",,,
Darren,Hades_,1010,Hades_1010,,,,The Bloodless failed to stop you once again...,,,
Darren,Hades_,1011,Hades_1011,,,,You crossed through all of Asphodel's defenses...,,,
Darren,Hades_,1012,Hades_1012,,,,"Hrm, you crossed through Asphodel quite rapidly...",,,
Darren,Hades_,1013,Hades_1013,,,,"Emerged from Asphodel intact, have you?",,,
Darren,Hades_,1014,Hades_1014,,,,"Go tend to the Satyr problem, for a change.",,,
Darren,Hades_,1015,Hades_1015,,,,"You made short work of Theseus, I take it, boy?",,,
Darren,Hades_,1016,Hades_1016,,,,"The finest of Elysium all failed to thwart you, eh?",,,
Darren,Hades_,1017,Hades_1017,,,,"It seems I had best prepare myself, at this rate.",,,
Darren,Hades_,1018,Hades_1018,,,,You won't get through me quite that easily.,,,
Darren,Hades_,1019,Hades_1019,,,,"So close to the surface, already...",,,
Darren,Hades_,1020,Hades_1020,,,,Elysium ought to be harder to escape than that.,,,
Darren,Hades_,1021,Hades_1021,,,,"Already made it that far, have you, boy?",,,
Integrated,Hades_,1022,Hades_1022,,,,Cerberus has much better things to do than play with toys!,,,
Integrated,Hades_,1023,Hades_1023,,,,"I welcome you to go about your business, boy!",,,
Integrated,Hades_,1024,Hades_1024,,,,What you do with your wretched bedchambers is your business alone.,,,
Integrated,Hades_,1025,Hades_1025,,,,"If that mess of a table enhances the Contractor's productivity, then so be it.",,,
Integrated,Hades_,1026,Hades_1026,,,,Those blades don't even work. No wonder you prefer them so.,,,
Integrated,Hades_,1027,Hades_1027,,,,I've always had a thing for silence around here!,,,
Integrated,Hades_,1028,Hades_1028,,,,Do give the champion of Elysium my best regards when next you're slain by him.,,,
Integrated,Hades_,1029,Hades_1029,,,,The climate in this House is perfectly attuned as it is!,,,
Integrated,Hades_,1030,Hades_1030,,,,"What, what happened to my... nrgh, another of your foolish pranks.",,,
Integrated,Hades_,1031,Hades_1031,,,,"He is a shade, boy! What use has he for supple carpeting?",,,
Integrated,Hades_,1032,Hades_1032,,,,"Hrm, I do suppose that gold suits those sufficiently...",,,
Integrated,Hades_,1033,Hades_1033,,,,Thanatos would never sit down on the job!,,,
Integrated,Hades_,1034,Hades_1034,,,,Thanatos is far too industrious to require such a thing!,,,
Integrated,Hades_,1035,Hades_1035,,,,What use has Death Incarnate for such things?,,,
Integrated,Hades_,1036,Hades_1036,,,,The prior dimness of that hall was entirely intentional!,,,
Integrated,Hades_,1037,Hades_1037,,,,"This is my blasted hall, rather than yours!",,,
Integrated,Hades_,1038,Hades_1038,,,,"Why settle for a painting when you could just go get yourself killed there, now?",,,
Integrated,Hades_,1039,Hades_1039,,,,Green is perhaps last among the list of colors I would have selected!,,,
To Be Integrated,Hades_,1040,Hades_1040,,,,"You shall always be at their mercy, boy. Remember that.",,,
Integrated,Hades_,1041,Hades_1041,,,,There were no complaints on record of the prior tables!,,,
Integrated,Hades_,1042,Hades_1042,,,,"Last that I checked, this was not Poseidon's domain!",,,
Integrated,Hades_,1043,Hades_1043,,,,You ought to be displayed with all the rest.,,,
Integrated,Hades_,1044,Hades_1044,,,,"I pity those who have depended on our lounge for its formal, understated atmosphere.",,,
Integrated,Hades_,1045,Hades_1045,,,,"Hahaha, healthy attitude? From him?",,,
Integrated,Hades_,1046,Hades_1046,,,,You do not need another blasted bed!,,,
Integrated,Hades_,1047,Hades_1047,,,,Such an ignoble way to step into this House needs no adornment!,,,
Integrated,Hades_,1049,Hades_1049,,,,"Oh, I'm certain I shall figure something out.",,,
Integrated,Hades_,1058,Hades_1058,,,,They are very easy to maintain!,,,
Integrated,Hades_,1065,Hades_1065,,,,"You wish to mine my realm for gemstones, be my guest.",,,
Integrated,Hades_,1071,Hades_1071,,,,Pah.,,,
Integrated,Hades_,1073,Hades_1073,,,,...Zagreus.,,,
Integrated,Hades_,1083,Hades_1083,,,,Nyx! Gah.,,,
Integrated,Hades_,1093,Hades_1093,,,,You're better off.,,,
Integrated,Hades_,1101,Hades_1101,,,,Hrm.,,,
Integrated,Hades_,1102,Hades_1102,,,,Zagreus.,,,
Integrated,Hades_,1103,Hades_1103,,,,Our work is never done...,,,
Integrated,Hades_,1104,Hades_1104,,,,More to be done.,,,
Integrated,Hades_,1105,Hades_1105,,,,"Thought I had you, there.",,,
Integrated,Hades_,1106,Hades_1106,,,,Boy.,,,
Integrated,Hades_,1107,Hades_1107,,,,"Boy, erm. Zagreus.",,,
Integrated,Hades_,1108,Hades_1108,,,,There you are.,,,
Integrated,Hades_,1109,Hades_1109,,,,"Returned, have you?",,,
Darren,Hades_,1110,Hades_1110,,,,"All right, wretches, get to work!",,,
Darren,Hades_,1111,Hades_1111,,,,"Stop him, wretches!",,,
Darren,Hades_,1112,Hades_1112,,,,"Stop him, wretches, now!",,,
Darren,Hades_,1113,Hades_1113,,,,You leave my troves alone!,,,
Darren,Hades_,1114,Hades_1114,,,,Those troves are not for you!,,,
Darren,Hades_,1115,Hades_1115,,,,Get your hands off my trove!,,,
Darren,Hades_,1116,Hades_1116,,,,"Wretches, take him, now!",,,
Darren,Hades_,1117,Hades_1117,,,,Remain exactly where you are.,,,
Darren,Hades_,1118,Hades_1118,,,,I'll give these wretches not a minute more.,,,
Darren,Hades_,1119,Hades_1119,,,,How foolhardy of you.,,,
Darren,Hades_,1120,Hades_1120,,,,Every time!,,,
Darren,Hades_,1121,Hades_1121,,,,Incompetents.,,,
Darren,Hades_,1122,Hades_1122,,,,"Pah. Fine, go!",,,
Darren,Hades_,1123,Hades_1123,,,,"Fine, go, then!",,,
Darren,Hades_,1124,Hades_1124,,,,Time's up!,,,
Darren,Hades_,1125,Hades_1125,,,,"All right, all right!",,,
Integrated,Hades_,1127,Hades_1127,,,,Grr....,,,
Integrated,Hades_,1129,Hades_1129,,,,The honor is mine.,,,
Integrated,Hades_,1131,Hades_1131,,,,No.,,,
Integrated,Hades_,1134,Hades_1134,,,,You hung the painting where I asked?,,,
Darren,Hades_,1136,Hades_1136,,,,"I've a delicious onion waiting for you, boy.",,,
Darren,Hades_,1137,Hades_1137,,,,Let's see you put your youthful reflexes to work.,,,
Darren,Hades_,1138,Hades_1138,,,,I doubt you'll outmaneuver all this lot.,,,
Darren,Hades_,1139,Hades_1139,,,,"Longing for the bitter taste of onion, boy?",,,
Darren,Hades_,1140,Hades_1140,,,,"One false move is all it takes here, boy.",,,
Darren,Hades_,1141,Hades_1141,,,,Not quite nimble enough.,,,
Darren,Hades_,1142,Hades_1142,,,,I was more spry than that when I was young.,,,
Darren,Hades_,1143,Hades_1143,,,,Too slow!,,,
Darren,Hades_,1144,Hades_1144,,,,An onion you shall have!,,,
Darren,Hades_,1145,Hades_1145,,,,Fell short of expectations.,,,
Darren,Hades_,1146,Hades_1146,,,,A failed attempt.,,,
Darren,Hades_,1147,Hades_1147,,,,You could do better than that.,,,
Darren,Hades_,1148,Hades_1148,,,,"You're quick, I'll give you that.",,,
Darren,Hades_,1149,Hades_1149,,,,A perfectly good onion gone to waste!,,,
Darren,Hades_,1150,Hades_1150,,,,Hapless wretches.,,,
Darren,Hades_,1151,Hades_1151,,,,"All right, I've seen enough.",,,
Darren,Hades_,1152,Hades_1152,,,,Deft on your feet as ever.,,,
Darren,Hades_,1153,Hades_1153,,,,Eluded all of them...,,,
Integrated,Hades_,1154,Hades_1154,,,,Become unseen as I!,,,
Integrated,Hades_,1155,Hades_1155,,,,"Become unseen, once more!",,,
Integrated,Hades_,1156,Hades_1156,,,,You shall become unseen!,,,
Integrated,Hades_,1157,Hades_1157,,,,Darkness conceal you.,,,
Integrated,Hades_,1158,Hades_1158,,,,Your foes shall have to watch their backs.,,,
Integrated,Hades_,1159,Hades_1159,,,,Become one with the dark.,,,
Integrated,Hades_,1160,Hades_1160,,,,"Vanish, and terrify your foes.",,,
Integrated,Hades_,1161,Hades_1161,,,,"All right, I heard you, boy!",,,
Integrated,Hades_,1162,Hades_1162,,,,"Oh, you are in for it, now, boy...",,,
Integrated,Hades_,1163,Hades_1163,,,,"You won't be better off, believe you me.",,,
Integrated,Hades_,1164,Hades_1164,,,,You spend exorbitant resources on festoonery?,,,
Integrated,Hades_,1165,Hades_1165,,,,What force compelled you to commission such a thing?,,,
Integrated,Hades_,1166,Hades_1166,,,,"To trifles such as that, in times such as these!",,,
Integrated,Hades_,1167,Hades_1167,,,,"You wish to throw away your gemstones, fine by me.",,,
Integrated,Hades_,1168,Hades_1168,,,,I'll have no part in paying for such things.,,,
Integrated,Hades_,1169,Hades_1169,,,,Your resources to waste the way you please.,,,
Integrated,Hades_,1171,Hades_1171,,,,Counting on resources you have not yet earned?,,,
Integrated,Hades_,1174,Hades_1174,,,,Indeed.,,,
Integrated,Hades_,1178,Hades_1178,,,,The work nevertheless has to be done!,,,
Integrated,Hades_,1189,Hades_1189,,,,"...Well done, Zagreus.",,,
Integrated,Hades_,1190,Hades_1190,,,,Your performance has been adequate of late...,,,
Integrated,Hades_,1191,Hades_1191,,,,You are... a hard worker.,,,
Integrated,Hades_,1192,Hades_1192,,,,"Your mother's proud of you, as you can see.",,,
Integrated,Hades_,1193,Hades_1193,,,,You lack several of my worst traits.,,,
Integrated,Hades_,1194,Hades_1194,,,,Your contributions to this realm are appreciated.,,,
Integrated,Hades_,1196,Hades_1196,,,,See to it. And... well done.,,,
Integrated,Hades_,1204,Hades_1204,,,,"Who are these self-appointed judges, I would like to know!",,,
Integrated,Hades_,1205,Hades_1205,,,,Are you quite finished with your decorating yet?,,,
Integrated,Hades_,1206,Hades_1206,,,,It would be lovely if you let me work in peace!,,,
Integrated,Hades_,1207,Hades_1207,,,,"I'm certain it is very modest in comparison to Mount Olympus, but... I trust that you were suitably entertained.",,,
